Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2010-01-04 00:00:00+00:00,540.6796319025212,547.6497192382812,538.5886300115287,547.6497192382812,3549031,0.0,0.0,0.0
2010-01-05 00:00:00+00:00,546.653933089849,551.0351546775332,545.6582064357691,549.4419555664062,4149908,0.0,0.0,0.0
2010-01-06 00:00:00+00:00,549.6412358674684,551.0352778044066,547.1519186760396,550.3382568359375,3635957,0.0,0.0,0.0
2010-01-07 00:00:00+00:00,549.1430063799035,552.2297333299779,547.4502596632186,549.9395751953125,5106946,0.0,0.0,0.0
2010-01-08 00:00:00+00:00,548.1475849393048,552.1304920051672,543.5672661232986,550.6369018554688,4840655,0.0,0.0,0.0
2010-01-11 00:00:00+00:00,553.424925241935,556.9099689283128,550.1390390639322,551.3339233398438,5673493,0.0,0.0,0.0
2010-01-12 00:00:00+00:00,551.2342493752072,551.9312701853834,543.368045301311,547.2513427734375,5309565,0.0,0.0,0.0
2010-01-13 00:00:00+00:00,544.4631963512419,548.2469446066256,542.4717435037434,544.8615112304688,3535869,0.0,0.0,0.0
2010-01-14 00:00:00+00:00,548.4460440152365,549.6409277521686,544.8614535787513,547.7490234375,4441313,0.0,0.0,0.0
2010-01-15 00:00:00+00:00,547.1519131036861,552.0309990589345,542.2728271484375,542.2728271484375,9089389,0.0,0.0,0.0
2010-01-18 00:00:00+00:00,544.8615740102359,547.6495961631105,543.1688267399577,546.75341796875,3353236,0.0,0.0,0.0
2010-01-19 00:00:00+00:00,544.8617575142015,550.4378036979068,540.28137742998,548.1476440429688,22142138,0.0,0.0,0.0
2010-01-20 00:00:00+00:00,546.8531436604713,548.4462821519178,537.8916029038245,539.783447265625,5948693,0.0,0.0,0.0
2010-01-21 00:00:00+00:00,542.869980008383,544.0648636992393,530.9212646484375,530.9212646484375,11650538,0.0,0.0,0.0
2010-01-22 00:00:00+00:00,527.7349859268231,531.5187340484165,522.6568056549894,528.2328491210938,14115779,0.0,0.0,0.0
2010-01-25 00:00:00+00:00,521.8602921583733,530.2244199947833,521.8602921583733,523.5530395507812,8969553,0.0,0.0,0.0
2010-01-26 00:00:00+00:00,520.4663129730563,525.3453369140625,519.2714288821242,525.3453369140625,8373571,0.0,0.0,0.0
2010-01-27 00:00:00+00:00,520.1677846742972,523.4536714650685,516.7822887235933,518.873291015625,11060239,0.0,0.0,0.0
2010-01-28 00:00:00+00:00,525.6441538290823,525.6441538290823,512.2018432617188,512.2018432617188,9402876,0.0,0.0,0.0
2010-01-29 00:00:00+00:00,523.8516149848647,523.8516149848647,512.6995283446706,516.4832763671875,13732494,0.0,0.0,0.0
2010-02-01 00:00:00+00:00,515.4878577418582,522.2587888939063,513.7951097602586,522.0596313476562,7351945,0.0,0.0,0.0
2010-02-02 00:00:00+00:00,515.9857234311928,526.2416989763344,515.9857234311928,525.644287109375,5214777,0.0,0.0,0.0
2010-02-03 00:00:00+00:00,529.2286319514095,529.2286319514095,521.8602315806451,523.652587890625,7513080,0.0,0.0,0.0
2010-02-04 00:00:00+00:00,525.5446072847042,525.5446072847042,510.9074107687866,512.3014526367188,12206751,0.0,0.0,0.0
2010-02-05 00:00:00+00:00,509.513331885907,510.4094493938665,502.1449304684754,504.8334045410156,14134946,0.0,0.0,0.0
2010-02-08 00:00:00+00:00,506.824829824241,510.3098728583959,502.344060208899,507.5218505859375,6738627,0.0,0.0,0.0
2010-02-09 00:00:00+00:00,508.4179098383882,512.1020793145059,506.82474150866994,510.3097839355469,7191917,0.0,0.0,0.0
2010-02-10 00:00:00+00:00,513.1975707793329,517.5787318398892,510.11078151291605,513.297119140625,11402255,0.0,0.0,0.0
2010-02-11 00:00:00+00:00,517.279905635878,519.4705160436756,510.9072318630703,515.7863159179688,7852976,0.0,0.0,0.0
2010-02-12 00:00:00+00:00,519.7693433749546,520.2672067306777,511.8035296833844,514.0936889648438,7808206,0.0,0.0,0.0
2010-02-15 00:00:00+00:00,515.8859260040267,518.9727149217654,515.2885143550856,516.5829467773438,4483317,0.0,0.0,0.0
2010-02-16 00:00:00+00:00,520.7650171967543,524.3496086841704,517.7778373657978,523.5530395507812,5058724,0.0,0.0,0.0
2010-02-17 00:00:00+00:00,527.7351076582082,530.2244242037658,526.4406752093842,527.9342651367188,11053557,0.0,0.0,0.0
2010-02-18 00:00:00+00:00,528.0338178183014,532.7137451171875,526.2415220456703,532.7137451171875,5877534,0.0,0.0,0.0
2010-02-19 00:00:00+00:00,527.7351144522696,536.6966541316477,527.7351144522696,535.5017700195312,6497498,0.0,0.0,0.0
2010-02-22 00:00:00+00:00,538.289853384806,538.5886200274138,534.904418920512,535.0039672851562,2325742,0.0,0.0,0.0
2010-02-23 00:00:00+00:00,537.6923158659525,539.3850630892841,530.323915375838,531.9171142578125,5491112,0.0,0.0,0.0
2010-02-24 00:00:00+00:00,526.2415215816258,533.5103137929772,526.2415215816258,532.3154296875,4563933,0.0,0.0,0.0
2010-02-25 00:00:00+00:00,529.6270099710968,534.6056430380395,523.8517469939796,525.3453369140625,6032234,0.0,0.0,0.0
2010-02-26 00:00:00+00:00,530.7222918514013,534.4064925238099,528.4321327656328,532.8132934570312,5901149,0.0,0.0,0.0
2010-03-01 00:00:00+00:00,537.69226158446,538.8871454317333,533.3110410692302,538.3892822265625,6031666,0.0,0.0,0.0
2010-03-02 00:00:00+00:00,539.683903577589,545.7578125,538.0907650723352,545.7578125,11335812,0.0,0.0,0.0
2010-03-03 00:00:00+00:00,544.7617883583314,552.0306383531672,544.7617883583314,551.1344604492188,6284533,0.0,0.0,0.0
2010-03-04 00:00:00+00:00,545.6580263821478,552.3294049179598,545.6580263821478,550.8358154296875,7062204,0.0,0.0,0.0
2010-03-05 00:00:00+00:00,552.727788605979,558.4034421472962,551.9312195136229,558.0051879882812,10849225,0.0,0.0,0.0
2010-03-08 00:00:00+00:00,560.0962511358414,560.0962511358414,555.9141869724939,558.6026611328125,5532112,0.0,0.0,0.0
2010-03-09 00:00:00+00:00,559.5983259177196,559.7974833842993,554.4205356582777,557.9055786132812,10149449,0.0,0.0,0.0
2010-03-10 00:00:00+00:00,557.9055837237613,563.0833740306324,557.5073295612799,562.9838256835938,3192116,0.0,0.0,0.0
2010-03-11 00:00:00+00:00,562.4859599559096,563.0833715841994,558.3038962349018,560.5940551757812,4920165,0.0,0.0,0.0
2010-03-12 00:00:00+00:00,558.1046178321872,563.3819553196271,558.1046178321872,561.091796875,4986132,0.0,0.0,0.0
2010-03-15 00:00:00+00:00,561.0919157618985,561.3906215746083,557.5073244607277,557.8060302734375,5235571,0.0,0.0,0.0
2010-03-16 00:00:00+00:00,561.091796875,562.2866806469877,558.4033235816058,561.091796875,4842584,0.0,0.0,0.0
2010-03-17 00:00:00+00:00,563.0831305479272,564.9750345181974,562.1869527147886,563.4814453125,4438648,0.0,0.0,0.0
2010-03-18 00:00:00+00:00,561.2912608396889,565.0750108721575,561.2912608396889,563.18310546875,6381001,0.0,0.0,0.0
2010-03-19 00:00:00+00:00,561.9881008038249,568.7590293296113,561.9881008038249,564.776123046875,8148484,0.0,0.0,0.0
2010-03-22 00:00:00+00:00,563.979552730115,563.979552730115,557.706426728859,563.5812377929688,7846809,0.0,0.0,0.0
2010-03-23 00:00:00+00:00,564.4774201188571,568.8585805876886,563.9795568309677,567.7633056640625,6996083,0.0,0.0,0.0
2010-03-24 00:00:00+00:00,568.2612296117567,569.2569562938259,563.1829870686037,567.2655029296875,5457503,0.0,0.0,0.0
2010-03-25 00:00:00+00:00,567.7633707038963,573.5385733501245,567.365055718225,572.6423950195312,4641785,0.0,0.0,0.0
2010-03-26 00:00:00+00:00,570.4519038940361,571.8458849393254,569.1574104439484,570.0535888671875,4067147,0.0,0.0,0.0
2010-03-29 00:00:00+01:00,572.5426003148958,573.0404634456045,568.2609895456635,570.849853515625,5693525,0.0,0.0,0.0
2010-03-30 00:00:00+01:00,572.8414861489872,573.5385069059953,565.8714001275602,567.1658325195312,5094410,0.0,0.0,0.0
2010-03-31 00:00:00+01:00,567.066223413742,569.3563821348245,564.2782014587581,567.3649291992188,4379045,0.0,0.0,0.0
2010-04-01 00:00:00+01:00,569.5555470196632,574.3350219726562,569.5555470196632,574.3350219726562,5477065,0.0,0.0,0.0
2010-04-06 00:00:00+01:00,579.5128158048659,580.5085422925031,574.3350259142879,577.919677734375,4263312,0.0,0.0,0.0
2010-04-07 00:00:00+01:00,579.2141695064122,579.2141695064122,575.5299689688738,576.3265380859375,2493402,0.0,0.0,0.0
2010-04-08 00:00:00+01:00,574.1356773323889,574.1356773323889,568.4600868617156,571.34765625,5097371,0.0,0.0,0.0
2010-04-09 00:00:00+01:00,575.9281018498615,577.5212395803596,574.8327664826238,576.923828125,5922276,0.0,0.0,0.0
2010-04-12 00:00:00+01:00,580.1101658365574,580.1101658365574,575.7290062203988,577.720458984375,2915813,0.0,0.0,0.0
2010-04-13 00:00:00+01:00,576.3265383373061,577.7205798735215,574.2355368073111,576.4261474609375,5046411,0.0,0.0,0.0
2010-04-14 00:00:00+01:00,578.7163097675266,581.9026470296884,578.517152293455,580.0107421875,5680782,0.0,0.0,0.0
2010-04-15 00:00:00+01:00,582.3009040292184,583.5953364554732,578.4176067504538,582.9979248046875,8525375,0.0,0.0,0.0
2010-04-16 00:00:00+01:00,580.4092370132983,584.2925354767117,573.5386970616747,574.8331298828125,5153898,0.0,0.0,0.0
2010-04-19 00:00:00+01:00,573.140136981261,575.0320416010188,570.2525666568615,573.23974609375,5530676,0.0,0.0,0.0
2010-04-20 00:00:00+01:00,575.2312053685358,580.1102287044395,573.7376156336899,579.214111328125,9096142,0.0,0.0,0.0
2010-04-21 00:00:00+01:00,580.5085372353142,580.5085372353142,573.0405886430932,573.23974609375,8232221,0.0,0.0,0.0
